% degree N
18
% number of nodes
6859
% node coordinates
-1.000000000000000E+00 -1.000000000000000E+00 -1.000000000000000E+00
-9.786117662220802E-01 -1.000000000000000E+00 -1.000000000000000E+00
-9.289015281525864E-01 -1.000000000000000E+00 -1.000000000000000E+00
-8.524605777966462E-01 -1.000000000000000E+00 -1.000000000000000E+00
-7.514942025526132E-01 -1.000000000000000E+00 -1.000000000000000E+00
-6.289081372652204E-01 -1.000000000000000E+00 -1.000000000000000E+00
-4.882292856807135E-01 -1.000000000000000E+00 -1.000000000000000E+00
-3.335048478244985E-01 -1.000000000000000E+00 -1.000000000000000E+00
-1.691860234092815E-01 -1.000000000000000E+00 -1.000000000000000E+00
7.103052901287719E-17 -1.000000000000000E+00 -1.000000000000000E+00
1.691860234092817E-01 -1.000000000000000E+00 -1.000000000000000E+00
3.335048478244986E-01 -1.000000000000000E+00 -1.000000000000000E+00
4.882292856807133E-01 -1.000000000000000E+00 -1.000000000000000E+00
6.289081372652204E-01 -1.000000000000000E+00 -1.000000000000000E+00
7.514942025526132E-01 -1.000000000000000E+00 -1.000000000000000E+00
8.524605777966460E-01 -1.000000000000000E+00 -1.000000000000000E+00
9.289015281525863E-01 -1.000000000000000E+00 -1.000000000000000E+00
9.786117662220803E-01 -1.000000000000000E+00 -1.000000000000000E+00
1.000000000000000E+00 -1.000000000000000E+00 -1.000000000000000E+00
-1.000000000000000E+00 -9.786117662220802E-01 -1.000000000000000E+00
-9.786117662220802E-01 -9.786117662220802E-01 -1.000000000000000E+00
-9.289015281525864E-01 -9.786117662220802E-01 -1.000000000000000E+00
-8.524605777966462E-01 -9.786117662220802E-01 -1.000000000000000E+00
-7.514942025526132E-01 -9.786117662220802E-01 -1.000000000000000E+00
-6.289081372652204E-01 -9.786117662220802E-01 -1.000000000000000E+00
-4.882292856807135E-01 -9.786117662220802E-01 -1.000000000000000E+00
-3.335048478244985E-01 -9.786117662220802E-01 -1.000000000000000E+00
-1.691860234092815E-01 -9.786117662220802E-01 -1.000000000000000E+00
7.103052901287719E-17 -9.786117662220802E-01 -1.000000000000000E+00
1.691860234092817E-01 -9.786117662220802E-01 -1.000000000000000E+00
3.335048478244986E-01 -9.786117662220802E-01 -1.000000000000000E+00
4.882292856807133E-01 -9.786117662220802E-01 -1.000000000000000E+00
6.289081372652204E-01 -9.786117662220802E-01 -1.000000000000000E+00
7.514942025526132E-01 -9.786117662220802E-01 -1.000000000000000E+00
8.524605777966460E-01 -9.786117662220802E-01 -1.000000000000000E+00
9.289015281525863E-01 -9.786117662220802E-01 -1.000000000000000E+00
9.786117662220803E-01 -9.786117662220802E-01 -1.000000000000000E+00
1.000000000000000E+00 -9.786117662220802E-01 -1.000000000000000E+00
-1.000000000000000E+00 -9.289015281525864E-01 -1.000000000000000E+00
-9.786117662220802E-01 -9.289015281525864E-01 -1.000000000000000E+00
-9.289015281525864E-01 -9.289015281525864E-01 -1.000000000000000E+00
-8.524605777966462E-01 -9.289015281525864E-01 -1.000000000000000E+00
-7.514942025526132E-01 -9.289015281525864E-01 -1.000000000000000E+00
-6.289081372652204E-01 -9.289015281525864E-01 -1.000000000000000E+00
-4.882292856807135E-01 -9.289015281525864E-01 -1.000000000000000E+00
-3.335048478244985E-01 -9.289015281525864E-01 -1.000000000000000E+00
-1.691860234092815E-01 -9.289015281525864E-01 -1.000000000000000E+00
7.103052901287719E-17 -9.289015281525864E-01 -1.000000000000000E+00
1.691860234092817E-01 -9.289015281525864E-01 -1.000000000000000E+00
3.335048478244986E-01 -9.289015281525864E-01 -1.000000000000000E+00
4.882292856807133E-01 -9.289015281525864E-01 -1.000000000000000E+00
6.289081372652204E-01 -9.289015281525864E-01 -1.000000000000000E+00
7.514942025526132E-01 -9.289015281525864E-01 -1.000000000000000E+00
8.524605777966460E-01 -9.289015281525864E-01 -1.000000000000000E+00
9.289015281525863E-01 -9.289015281525864E-01 -1.000000000000000E+00
9.786117662220803E-01 -9.289015281525864E-01 -1.000000000000000E+00
1.000000000000000E+00 -9.289015281525864E-01 -1.000000000000000E+00
-1.000000000000000E+00 -8.524605777966462E-01 -1.000000000000000E+00
-9.786117662220802E-01 -8.524605777966462E-01 -1.000000000000000E+00
-9.289015281525864E-01 -8.524605777966462E-01 -1.000000000000000E+00
-8.524605777966462E-01 -8.524605777966462E-01 -1.000000000000000E+00
-7.514942025526132E-01 -8.524605777966462E-01 -1.000000000000000E+00
-6.289081372652204E-01 -8.524605777966462E-01 -1.000000000000000E+00
-4.882292856807135E-01 -8.524605777966462E-01 -1.000000000000000E+00
-3.335048478244985E-01 -8.524605777966462E-01 -1.000000000000000E+00
-1.691860234092815E-01 -8.524605777966462E-01 -1.000000000000000E+00
7.103052901287719E-17 -8.524605777966462E-01 -1.000000000000000E+00
1.691860234092817E-01 -8.524605777966462E-01 -1.000000000000000E+00
3.335048478244986E-01 -8.524605777966462E-01 -1.000000000000000E+00
4.882292856807133E-01 -8.524605777966462E-01 -1.000000000000000E+00
6.289081372652204E-01 -8.524605777966462E-01 -1.000000000000000E+00
7.514942025526132E-01 -8.524605777966462E-01 -1.000000000000000E+00
8.524605777966460E-01 -8.524605777966462E-01 -1.000000000000000E+00
9.289015281525863E-01 -8.524605777966462E-01 -1.000000000000000E+00
9.786117662220803E-01 -8.524605777966462E-01 -1.000000000000000E+00
1.000000000000000E+00 -8.524605777966462E-01 -1.000000000000000E+00
-1.000000000000000E+00 -7.514942025526132E-01 -1.000000000000000E+00
-9.786117662220802E-01 -7.514942025526132E-01 -1.000000000000000E+00
-9.289015281525864E-01 -7.514942025526132E-01 -1.000000000000000E+00
-8.524605777966462E-01 -7.514942025526132E-01 -1.000000000000000E+00
-7.514942025526132E-01 -7.514942025526132E-01 -1.000000000000000E+00
-6.289081372652204E-01 -7.514942025526132E-01 -1.000000000000000E+00
-4.882292856807135E-01 -7.514942025526132E-01 -1.000000000000000E+00
-3.335048478244985E-01 -7.514942025526132E-01 -1.000000000000000E+00
-1.691860234092815E-01 -7.514942025526132E-01 -1.000000000000000E+00
7.103052901287719E-17 -7.514942025526132E-01 -1.000000000000000E+00
1.691860234092817E-01 -7.514942025526132E-01 -1.000000000000000E+00
3.335048478244986E-01 -7.514942025526132E-01 -1.000000000000000E+00
4.882292856807133E-01 -7.514942025526132E-01 -1.000000000000000E+00
6.289081372652204E-01 -7.514942025526132E-01 -1.000000000000000E+00
7.514942025526132E-01 -7.514942025526132E-01 -1.000000000000000E+00
8.524605777966460E-01 -7.514942025526132E-01 -1.000000000000000E+00
9.289015281525863E-01 -7.514942025526132E-01 -1.000000000000000E+00
9.786117662220803E-01 -7.514942025526132E-01 -1.000000000000000E+00
1.000000000000000E+00 -7.514942025526132E-01 -1.000000000000000E+00
-1.000000000000000E+00 -6.289081372652204E-01 -1.000000000000000E+00
-9.786117662220802E-01 -6.289081372652204E-01 -1.000000000000000E+00
-9.289015281525864E-01 -6.289081372652204E-01 -1.000000000000000E+00
-8.524605777966462E-01 -6.289081372652204E-01 -1.000000000000000E+00
-7.514942025526132E-01 -6.289081372652204E-01 -1.000000000000000E+00
-6.289081372652204E-01 -6.289081372652204E-01 -1.000000000000000E+00
-4.882292856807135E-01 -6.289081372652204E-01 -1.000000000000000E+00
-3.335048478244985E-01 -6.289081372652204E-01 -1.000000000000000E+00
-1.691860234092815E-01 -6.289081372652204E-01 -1.000000000000000E+00
7.103052901287719E-17 -6.289081372652204E-01 -1.000000000000000E+00
1.691860234092817E-01 -6.289081372652204E-01 -1.000000000000000E+00
3.335048478244986E-01 -6.289081372652204E-01 -1.000000000000000E+00
4.882292856807133E-01 -6.289081372652204E-01 -1.000000000000000E+00
6.289081372652204E-01 -6.289081372652204E-01 -1.000000000000000E+00
7.514942025526132E-01 -6.289081372652204E-01 -1.000000000000000E+00
8.524605777966460E-01 -6.289081372652204E-01 -1.000000000000000E+00
9.289015281525863E-01 -6.289081372652204E-01 -1.000000000000000E+00
9.786117662220803E-01 -6.289081372652204E-01 -1.000000000000000E+00
1.000000000000000E+00 -6.289081372652204E-01 -1.000000000000000E+00
-1.000000000000000E+00 -4.882292856807135E-01 -1.000000000000000E+00
-9.786117662220802E-01 -4.882292856807135E-01 -1.000000000000000E+00
-9.289015281525864E-01 -4.882292856807135E-01 -1.000000000000000E+00
-8.524605777966462E-01 -4.882292856807135E-01 -1.000000000000000E+00
-7.514942025526132E-01 -4.882292856807135E-01 -1.000000000000000E+00
-6.289081372652204E-01 -4.882292856807135E-01 -1.000000000000000E+00
-4.882292856807135E-01 -4.882292856807135E-01 -1.000000000000000E+00
-3.335048478244985E-01 -4.882292856807135E-01 -1.000000000000000E+00
-1.691860234092815E-01 -4.882292856807135E-01 -1.000000000000000E+00
7.103052901287719E-17 -4.882292856807135E-01 -1.000000000000000E+00
1.691860234092817E-01 -4.882292856807135E-01 -1.000000000000000E+00
3.335048478244986E-01 -4.882292856807135E-01 -1.000000000000000E+00
4.882292856807133E-01 -4.882292856807135E-01 -1.000000000000000E+00
6.289081372652204E-01 -4.882292856807135E-01 -1.000000000000000E+00
7.514942025526132E-01 -4.882292856807135E-01 -1.000000000000000E+00
8.524605777966460E-01 -4.882292856807135E-01 -1.000000000000000E+00
9.289015281525863E-01 -4.882292856807135E-01 -1.000000000000000E+00
9.786117662220803E-01 -4.882292856807135E-01 -1.000000000000000E+00
1.000000000000000E+00 -4.882292856807135E-01 -1.000000000000000E+00
-1.000000000000000E+00 -3.335048478244985E-01 -1.000000000000000E+00
-9.786117662220802E-01 -3.335048478244985E-01 -1.000000000000000E+00
-9.289015281525864E-01 -3.335048478244985E-01 -1.000000000000000E+00
-8.524605777966462E-01 -3.335048478244985E-01 -1.000000000000000E+00
-7.514942025526132E-01 -3.335048478244985E-01 -1.000000000000000E+00
-6.289081372652204E-01 -3.335048478244985E-01 -1.000000000000000E+00
-4.882292856807135E-01 -3.335048478244985E-01 -1.000000000000000E+00
-3.335048478244985E-01 -3.335048478244985E-01 -1.000000000000000E+00
-1.691860234092815E-01 -3.335048478244985E-01 -1.000000000000000E+00
7.103052901287719E-17 -3.335048478244985E-01 -1.000000000000000E+00
1.691860234092817E-01 -3.335048478244985E-01 -1.000000000000000E+00
3.335048478244986E-01 -3.335048478244985E-01 -1.000000000000000E+00
4.882292856807133E-01 -3.335048478244985E-01 -1.000000000000000E+00
6.289081372652204E-01 -3.335048478244985E-01 -1.000000000000000E+00
7.514942025526132E-01 -3.335048478244985E-01 -1.000000000000000E+00
8.524605777966460E-01 -3.335048478244985E-01 -1.000000000000000E+00
9.289015281525863E-01 -3.335048478244985E-01 -1.000000000000000E+00
9.786117662220803E-01 -3.335048478244985E-01 -1.000000000000000E+00
1.000000000000000E+00 -3.335048478244985E-01 -1.000000000000000E+00
-1.000000000000000E+00 -1.691860234092815E-01 -1.000000000000000E+00
-9.786117662220802E-01 -1.691860234092815E-01 -1.000000000000000E+00
-9.289015281525864E-01 -1.691860234092815E-01 -1.000000000000000E+00
-8.524605777966462E-01 -1.691860234092815E-01 -1.000000000000000E+00
-7.514942025526132E-01 -1.691860234092815E-01 -1.000000000000000E+00
-6.289081372652204E-01 -1.691860234092815E-01 -1.000000000000000E+00
-4.882292856807135E-01 -1.691860234092815E-01 -1.000000000000000E+00
-3.335048478244985E-01 -1.691860234092815E-01 -1.000000000000000E+00
-1.691860234092815E-01 -1.691860234092815E-01 -1.000000000000000E+00
7.103052901287719E-17 -1.691860234092815E-01 -1.000000000000000E+00
1.691860234092817E-01 -1.691860234092815E-01 -1.000000000000000E+00
3.335048478244986E-01 -1.691860234092815E-01 -1.000000000000000E+00
4.882292856807133E-01 -1.691860234092815E-01 -1.000000000000000E+00
6.289081372652204E-01 -1.691860234092815E-01 -1.000000000000000E+00
7.514942025526132E-01 -1.691860234092815E-01 -1.000000000000000E+00
8.524605777966460E-01 -1.691860234092815E-01 -1.000000000000000E+00
9.289015281525863E-01 -1.691860234092815E-01 -1.000000000000000E+00
9.786117662220803E-01 -1.691860234092815E-01 -1.000000000000000E+00
1.000000000000000E+00 -1.691860234092815E-01 -1.000000000000000E+00
-1.000000000000000E+00 7.103052901287719E-17 -1.000000000000000E+00
-9.786117662220802E-01 7.103052901287719E-17 -1.000000000000000E+00
-9.289015281525864E-01 7.103052901287719E-17 -1.000000000000000E+00
-8.524605777966462E-01 7.103052901287719E-17 -1.000000000000000E+00
-7.514942025526132E-01 7.103052901287719E-17 -1.000000000000000E+00
-6.289081372652204E-01 7.103052901287719E-17 -1.000000000000000E+00
-4.882292856807135E-01 7.103052901287719E-17 -1.000000000000000E+00
-3.335048478244985E-01 7.103052901287719E-17 -1.000000000000000E+00
-1.691860234092815E-01 7.103052901287719E-17 -1.000000000000000E+00
7.103052901287719E-17 7.103052901287719E-17 -1.000000000000000E+00
1.691860234092817E-01 7.103052901287719E-17 -1.000000000000000E+00
3.335048478244986E-01 7.103052901287719E-17 -1.000000000000000E+00
4.882292856807133E-01 7.103052901287719E-17 -1.000000000000000E+00
6.289081372652204E-01 7.103052901287719E-17 -1.000000000000000E+00
7.514942025526132E-01 7.103052901287719E-17 -1.000000000000000E+00
8.524605777966460E-01 7.103052901287719E-17 -1.000000000000000E+00
9.289015281525863E-01 7.103052901287719E-17 -1.000000000000000E+00
9.786117662220803E-01 7.103052901287719E-17 -1.000000000000000E+00
1.000000000000000E+00 7.103052901287719E-17 -1.000000000000000E+00
-1.000000000000000E+00 1.691860234092817E-01 -1.000000000000000E+00
-9.786117662220802E-01 1.691860234092817E-01 -1.000000000000000E+00
-9.289015281525864E-01 1.691860234092817E-01 -1.000000000000000E+00
-8.524605777966462E-01 1.691860234092817E-01 -1.000000000000000E+00
-7.514942025526132E-01 1.691860234092817E-01 -1.000000000000000E+00
-6.289081372652204E-01 1.691860234092817E-01 -1.000000000000000E+00
-4.882292856807135E-01 1.691860234092817E-01 -1.000000000000000E+00
-3.335048478244985E-01 1.691860234092817E-01 -1.000000000000000E+00
-1.691860234092815E-01 1.691860234092817E-01 -1.000000000000000E+00
7.103052901287719E-17 1.691860234092817E-01 -1.000000000000000E+00
1.691860234092817E-01 1.691860234092817E-01 -1.000000000000000E+00
3.335048478244986E-01 1.691860234092817E-01 -1.000000000000000E+00
4.882292856807133E-01 1.691860234092817E-01 -1.000000000000000E+00
6.289081372652204E-01 1.691860234092817E-01 -1.000000000000000E+00
7.514942025526132E-01 1.691860234092817E-01 -1.000000000000000E+00
8.524605777966460E-01 1.691860234092817E-01 -1.000000000000000E+00
9.289015281525863E-01 1.691860234092817E-01 -1.000000000000000E+00
9.786117662220803E-01 1.691860234092817E-01 -1.000000000000000E+00
1.000000000000000E+00 1.691860234092817E-01 -1.000000000000000E+00
-1.000000000000000E+00 3.335048478244986E-01 -1.000000000000000E+00
-9.786117662220802E-01 3.335048478244986E-01 -1.000000000000000E+00
-9.289015281525864E-01 3.335048478244986E-01 -1.000000000000000E+00
-8.524605777966462E-01 3.335048478244986E-01 -1.000000000000000E+00
-7.514942025526132E-01 3.335048478244986E-01 -1.000000000000000E+00
-6.289081372652204E-01 3.335048478244986E-01 -1.000000000000000E+00
-4.882292856807135E-01 3.335048478244986E-01 -1.000000000000000E+00
-3.335048478244985E-01 3.335048478244986E-01 -1.000000000000000E+00
-1.691860234092815E-01 3.335048478244986E-01 -1.000000000000000E+00
7.103052901287719E-17 3.335048478244986E-01 -1.000000000000000E+00
1.691860234092817E-01 3.335048478244986E-01 -1.000000000000000E+00
3.335048478244986E-01 3.335048478244986E-01 -1.000000000000000E+00
4.882292856807133E-01 3.335048478244986E-01 -1.000000000000000E+00
6.289081372652204E-01 3.335048478244986E-01 -1.000000000000000E+00
7.514942025526132E-01 3.335048478244986E-01 -1.000000000000000E+00
8.524605777966460E-01 3.335048478244986E-01 -1.000000000000000E+00
9.289015281525863E-01 3.335048478244986E-01 -1.000000000000000E+00
9.786117662220803E-01 3.335048478244986E-01 -1.000000000000000E+00
1.000000000000000E+00 3.335048478244986E-01 -1.000000000000000E+00
-1.000000000000000E+00 4.882292856807133E-01 -1.000000000000000E+00
-9.786117662220802E-01 4.882292856807133E-01 -1.000000000000000E+00
-9.289015281525864E-01 4.882292856807133E-01 -1.000000000000000E+00
-8.524605777966462E-01 4.882292856807133E-01 -1.000000000000000E+00
-7.514942025526132E-01 4.882292856807133E-01 -1.000000000000000E+00
-6.289081372652204E-01 4.882292856807133E-01 -1.000000000000000E+00
-4.882292856807135E-01 4.882292856807133E-01 -1.000000000000000E+00
-3.335048478244985E-01 4.882292856807133E-01 -1.000000000000000E+00
-1.691860234092815E-01 4.882292856807133E-01 -1.000000000000000E+00
7.103052901287719E-17 4.882292856807133E-01 -1.000000000000000E+00
1.691860234092817E-01 4.882292856807133E-01 -1.000000000000000E+00
3.335048478244986E-01 4.882292856807133E-01 -1.000000000000000E+00
4.882292856807133E-01 4.882292856807133E-01 -1.000000000000000E+00
6.289081372652204E-01 4.882292856807133E-01 -1.000000000000000E+00
7.514942025526132E-01 4.882292856807133E-01 -1.000000000000000E+00
8.524605777966460E-01 4.882292856807133E-01 -1.000000000000000E+00
9.289015281525863E-01 4.882292856807133E-01 -1.000000000000000E+00
9.786117662220803E-01 4.882292856807133E-01 -1.000000000000000E+00
1.000000000000000E+00 4.882292856807133E-01 -1.000000000000000E+00
-1.000000000000000E+00 6.289081372652204E-01 -1.000000000000000E+00
-9.786117662220802E-01 6.289081372652204E-01 -1.000000000000000E+00
-9.289015281525864E-01 6.289081372652204E-01 -1.000000000000000E+00
-8.524605777966462E-01 6.289081372652204E-01 -1.000000000000000E+00
-7.514942025526132E-01 6.289081372652204E-01 -1.000000000000000E+00
-6.289081372652204E-01 6.289081372652204E-01 -1.000000000000000E+00
-4.882292856807135E-01 6.289081372652204E-01 -1.000000000000000E+00
-3.335048478244985E-01 6.289081372652204E-01 -1.000000000000000E+00
-1.691860234092815E-01 6.289081372652204E-01 -1.000000000000000E+00
7.103052901287719E-17 6.289081372652204E-01 -1.000000000000000E+00
1.691860234092817E-01 6.289081372652204E-01 -1.000000000000000E+00
3.335048478244986E-01 6.289081372652204E-01 -1.000000000000000E+00
4.882292856807133E-01 6.289081372652204E-01 -1.000000000000000E+00
6.289081372652204E-01 6.289081372652204E-01 -1.000000000000000E+00
7.514942025526132E-01 6.289081372652204E-01 -1.000000000000000E+00
8.524605777966460E-01 6.289081372652204E-01 -1.000000000000000E+00
9.289015281525863E-01 6.289081372652204E-01 -1.000000000000000E+00
9.786117662220803E-01 6.289081372652204E-01 -1.000000000000000E+00
1.000000000000000E+00 6.289081372652204E-01 -1.000000000000000E+00
-1.000000000000000E+00 7.514942025526132E-01 -1.000000000000000E+00
-9.786117662220802E-01 7.514942025526132E-01 -1.000000000000000E+00
-9.289015281525864E-01 7.514942025526132E-01 -1.000000000000000E+00
-8.524605777966462E-01 7.514942025526132E-01 -1.000000000000000E+00
-7.514942025526132E-01 7.514942025526132E-01 -1.000000000000000E+00
-6.289081372652204E-01 7.514942025526132E-01 -1.000000000000000E+00
-4.882292856807135E-01 7.514942025526132E-01 -1.000000000000000E+00
-3.335048478244985E-01 7.514942025526132E-01 -1.000000000000000E+00
-1.691860234092815E-01 7.514942025526132E-01 -1.000000000000000E+00
7.103052901287719E-17 7.514942025526132E-01 -1.000000000000000E+00
1.691860234092817E-01 7.514942025526132E-01 -1.000000000000000E+00
3.335048478244986E-01 7.514942025526132E-01 -1.000000000000000E+00
4.882292856807133E-01 7.514942025526132E-01 -1.000000000000000E+00
